"","X","ncbi_name","phylotree_tip_label","img_id","ncbi_acc","kegg_abb","trnadb_name","families","ecosystem","habitat"
"2123",2123,"Psychromonas ingrahamii 37","t639633052",639633052,"GCA_000015285.1","psy","Psychromonas ingrahamii 37","Gammaproteobacteria","Environmental","Aquatic, Deep sea, Marine"
"2130",2130,"Aliivibrio salmonicida LFI1238","t643348506",643348506,"GCA_000196495.1","awd","Aliivibrio salmonicida LFI1238","Gammaproteobacteria","Host-associated","Fresh water, Host"
"2131",2131,"Vibrio fischeri ES114","t637000334",637000334,"GCA_000011805.1","vfm",NA,"Gammaproteobacteria","Host-associated","Fresh water"
"2134",2134,"Vibrio tasmaniensis LGP32","t643348587",643348587,"GCA_000091465.1","vex","Vibrio tasmaniensis LGP32","Gammaproteobacteria","Host-associated","Fresh water"
"2141",2141,"Vibrio campbellii ATCC BAA-1116","t640753058",640753058,"GCA_000017705.1","vca","Vibrio campbellii ATCC BAA-1116 BB120","Gammaproteobacteria","Environmental","Marine"
"2144",2144,"Vibrio antiquarius","t646311966",646311966,"GCA_000024825.1","vej","Vibrio sp. Ex25 EX25","Gammaproteobacteria","Environmental","Aquatic, Hot spring, Hydrothermal vent, Marine"
"2146",2146,"Vibrio parahaemolyticus RIMD 2210633","t637000335",637000335,"GCA_000196095.1","vpb","Vibrio parahaemolyticus RIMD 2210633 O3 K6 substr. RIMD 2210633","Gammaproteobacteria","Host-associated","Fresh water, Host"
"2152",2152,"Vibrio vulnificus MO6-24/O","t649633107",649633107,"GCA_000186585.1","vvl","Vibrio vulnificus MO6-24/O","Gammaproteobacteria","Host-associated","Fresh water, Host"
"2160",2160,"Vibrio sp. EJY3","t2511231129",2511231129,"GCA_000241385.1","vfu","Vibrio sp. EJY3","Gammaproteobacteria","Host-associated","Aquatic, Marine"
"2166",2166,"Vibrio anguillarum 775","t650716104",650716104,"GCA_000217675.1","lag","Vibrio anguillarum 775","Gammaproteobacteria","Host-associated","Fresh water, Host"
"2169",2169,"Vibrio furnissii NCTC 11218","t650377984",650377984,"GCA_000184325.1","vni","Vibrio furnissii NCTC 11218","Gammaproteobacteria","Environmental","Aquatic, Fresh water, Host, Marine"
"2174",2174,"Vibrio cholerae LMA3984-4","t651053078",651053078,"GCA_000195065.1","vcq","Vibrio cholerae LMA3984-4","Gammaproteobacteria","Environmental","Aquatic, Fresh water, Host"
"2175",2175,"Vibrio cholerae MJ-1236","t643692054",643692054,"GCA_000022585.1","vco","Vibrio cholerae MJ-1236","Gammaproteobacteria","Host-associated","Fresh water, Host"
"2182",2182,"Vibrio cholerae O1 str. 2010EL-1786","t2511231085",2511231085,"GCA_000166455.2","vcj","Vibrio cholerae O1 str. 2010EL-1786","Gammaproteobacteria","Host-associated","Fresh water, Host"
"2203",2203,"Gallibacterium anatis UMN179","t650716038",650716038,"GCA_000209675.1","bto","Gallibacterium anatis UMN179","Gammaproteobacteria","Host-associated",""
"2205",2205,"Pasteurella multocida subsp. multocida str. HN06","t2512564074",2512564074,"GCA_000255915.1","pul","Pasteurella multocida subsp. multocida str. HN06","Gammaproteobacteria","Host-associated","Host"
"2207",2207,"Pasteurella multocida subsp. multocida str. Pm70","t637000203",637000203,"GCA_000006825.1","pmv","Pasteurella multocida subsp. multocida str. Pm70","Gammaproteobacteria","Host-associated","Host"
"2212",2212,"Haemophilus influenzae PittGG","t640427117",640427117,"GCA_000016485.1","hif","Haemophilus influenzae PittGG","Gammaproteobacteria","Host-associated","Host"
"2217",2217,"Haemophilus influenzae PittEE","t640427116",640427116,"GCA_000016465.1","hiq","Haemophilus influenzae PittEE","Gammaproteobacteria","Host-associated","Host"
"2230",2230,"Haemophilus parainfluenzae T3T1","t650377947",650377947,"GCA_000210895.1","hso","Haemophilus parainfluenzae T3T1","Gammaproteobacteria","","Host"
"2232",2232,"Aggregatibacter actinomycetemcomitans ANH9381","t2511231110",2511231110,"GCA_000241025.2","aan","Aggregatibacter actinomycetemcomitans ANH9381","Gammaproteobacteria","Host-associated","Host, Oral cavity"
"2233",2233,"Aggregatibacter aphrophilus NJ8700","t644736324",644736324,"GCA_000022985.1","aat","Aggregatibacter aphrophilus NJ8700","Gammaproteobacteria","Host-associated","Host, Oral cavity"
"2234",2234,"Mannheimia succiniciproducens MBEL55E","t637000156",637000156,"GCA_000007745.1","mht","Mannheimia succiniciproducens MBEL55E","Gammaproteobacteria","Host-associated","Bovine rumen, Host"
"2235",2235,"Actinobacillus succinogenes 130Z","t640753001",640753001,"GCA_000017245.1","asi","Actinobacillus succinogenes 130Z","Gammaproteobacteria","Host-associated","Bovine rumen, Host"
"2236",2236,"Haemophilus parasuis SH0165","t643348556",643348556,"GCA_000021885.1","hpaz","Haemophilus parasuis SH0165","Gammaproteobacteria","Environmental","Host, Swine upper respiratory tract"
"2238",2238,"Haemophilus ducreyi 35000HP","t637000124",637000124,"GCA_000007945.1","hap","Haemophilus ducreyi 35000HP","Gammaproteobacteria","Host-associated","Host"
"2254",2254,"Actinobacillus pleuropneumoniae serovar 5b str. L20","t640069302",640069302,"GCA_000015885.1","apj","Actinobacillus pleuropneumoniae serovar 5b str. L20","Gammaproteobacteria","","Host, Respiratory tract"
"2259",2259,"Haemophilus somnus 2336","t641522630",641522630,"GCA_000019405.1","pmu",NA,"Gammaproteobacteria","Host-associated","Host"
"2260",2260,"Xenorhabdus bovienii SS-2004","t646564589",646564589,"GCA_000027225.1","xbv","Xenorhabdus bovienii SS-2004","Gammaproteobacteria","Host-associated","Host, Nematode gut, Nematode symbiont, Soil"
"2262",2262,"Photorhabdus luminescens subsp. laumondii TTO1","t637000207",637000207,"GCA_000196155.1","pay",NA,"Gammaproteobacteria","Host-associated","Host"
"2264",2264,"Proteus mirabilis HI4320","t642555150",642555150,"GCA_000069965.1","pmib","Proteus mirabilis HI4320","Gammaproteobacteria","Host-associated","Host, Intestinal tract"
"2272",2272,"Yersinia enterocolitica subsp. palearctica Y11","t650716106",650716106,"GCA_000253175.1","yel","Yersinia enterocolitica subsp. palearctica Y11","Gammaproteobacteria","Host-associated","Host"
"2284",2284,"Yersinia pestis D106004","t646862350",646862350,"GCA_000022805.1","ypx","Yersinia pestis D106004","Gammaproteobacteria","Host-associated","Host"
"2296",2296,"Yersinia pestis A1122","t2511231145",2511231145,"GCA_000222975.1","ypd","Yersinia pestis A1122","Gammaproteobacteria","",""
"2309",2309,"Rahnella sp. Y9602","t649633088",649633088,"GCA_000187705.1","raq","Rahnella sp. Y9602","Gammaproteobacteria","Host-associated","Fresh water, Host, Human intestinal microflora"
"2313",2313,"Serratia symbiotica str. 'Cinara cedri'","t2511231072",2511231072,"GCA_000238975.1","smaf","Serratia symbiotica str. Cinara cedri","Gammaproteobacteria","",""
"2315",2315,"Serratia proteamaculans 568","t640753048",640753048,"GCA_000018085.1","srr","Serratia proteamaculans 568","Gammaproteobacteria","Host-associated","Host, Soil"
"2318",2318,"Edwardsiella tarda EIB202","t646311921",646311921,"GCA_000020865.1","etd","Edwardsiella tarda EIB202","Gammaproteobacteria","Host-associated","Host, Human intestinal microflora"
"2319",2319,"Edwardsiella ictaluri 93-146","t644736357",644736357,"GCA_000022885.2","etr","Edwardsiella ictaluri 93-146","Gammaproteobacteria","Host-associated","Aquatic, Fresh water, Host, Ponds"
"2322",2322,"Dickeya zeae Ech586","t646311920",646311920,"GCA_000025065.1","dzc","Dickeya dadantii Ech586","Gammaproteobacteria","",""
"2323",2323,"Dickeya dadantii 3937","t648028024",648028024,"GCA_000147055.1","dze","Dickeya dadantii 3937","Gammaproteobacteria","Host-associated","Host"
"2325",2325,"Pectobacterium wasabiae WPP163","t646311947",646311947,"GCA_000024645.1","pec","Pectobacterium wasabiae WPP163","Gammaproteobacteria","","Host"
"2326",2326,"Pectobacterium atrosepticum SCRI1043","t637000102",637000102,"GCA_000011605.1","patr","Pectobacterium atrosepticum SCRI1043","Gammaproteobacteria","Host-associated","Host"
"2327",2327,"Pectobacterium carotovorum subsp. carotovorum PC1","t644736397",644736397,"GCA_000023605.1","pcc","Pectobacterium carotovorum subsp. carotovorum PC1","Gammaproteobacteria","","Host"
"2329",2329,"Pantoea sp. At-9b","t649633081",649633081,"GCA_000175935.2","kln","Pantoea sp. At-9b","Gammaproteobacteria","","Host"
"2330",2330,"Plautia stali symbiont","t651324086",651324086,"GCA_000180175.2","hin","Plautia stali symbiont","Gammaproteobacteria","",""
"2331",2331,"Pantoea ananatis PA13","t2511231160",2511231160,"GCA_000233595.1","pva","Pantoea ananatis PA13","Gammaproteobacteria","",""
"2333",2333,"Pantoea ananatis AJ13355","t651053056",651053056,"GCA_000270125.2","paq","Pantoea ananatis AJ13355","Gammaproteobacteria","","Host"
"2335",2335,"Pantoea vagans C9-1","t648028049",648028049,"GCA_000148935.1","pao","Pantoea vagans C9-1","Gammaproteobacteria","Host-associated","Host"
"2337",2337,"Erwinia billingiae Eb661","t649633042",649633042,"GCA_000196615.1","erj","Erwinia billingiae Eb661","Gammaproteobacteria","Host-associated",""
"2340",2340,"Erwinia pyrifoliae Ep1/96","t646564532",646564532,"GCA_000027265.1","epr","Erwinia pyrifoliae Ep1/96","Gammaproteobacteria","Host-associated",""
"2344",2344,"Cronobacter sakazakii ATCC BAA-894","t640753022",640753022,"GCA_000017665.1","csk","Cronobacter sakazakii ATCC BAA-894","Gammaproteobacteria","Engineered","Host"
"2345",2345,"Enterobacter sp. 638","t640427113",640427113,"GCA_000016325.1","enc","Enterobacter sp. 638","Gammaproteobacteria","Host-associated","Endophyte, Host"
"2346",2346,"Enterobacter cloacae subsp. cloacae ATCC 13047","t646564529",646564529,"GCA_000025565.1","eno","Enterobacter cloacae subsp. cloacae ATCC 13047","Gammaproteobacteria","Host-associated","Host, Human intestinal microflora"
"2349",2349,"Enterobacter lignolyticus SCF1","t649633041",649633041,"GCA_000164865.1","eas","Enterobacter lignolyticus SCF1","Gammaproteobacteria","Environmental","Soil"
"2350",2350,"Enterobacter aerogenes KCTC 2190","t650716035",650716035,"GCA_000215745.1","ear","Enterobacter aerogenes KCTC 2190","Gammaproteobacteria","Host-associated","Host, Human airways"
"2354",2354,"Klebsiella pneumoniae KCTC 2242","t651053036",651053036,"GCA_000220485.1","kpr","Klebsiella pneumoniae KCTC 2242","Gammaproteobacteria","",""
"2358",2358,"Klebsiella variicola At-22","t646311937",646311937,"GCA_000025465.1","kvd","Klebsiella variicola At-22","Gammaproteobacteria","Host-associated","Host, Rhizosphere, Rhizosphere-colonizing"
"2359",2359,"Citrobacter rodentium ICC168","t646311913",646311913,"GCA_000027085.1","cfd","Citrobacter rodentium ICC168","Gammaproteobacteria","Engineered",""
"2360",2360,"Escherichia fergusonii ATCC 35469","t643692022",643692022,"GCA_000026225.1","eal","Escherichia fergusonii ATCC 35469","Gammaproteobacteria","Host-associated","Feces, Gastrointestinal tract, Host"
"2410",2410,"Shigella dysenteriae Sd197","t640427142",640427142,"GCA_000012005.1","sdz","Shigella dysenteriae Sd197","Gammaproteobacteria","Host-associated","Host"
"2415",2415,"Escherichia coli LF82","t651053021",651053021,"GCA_000284495.1","ecoa","Escherichia coli LF82","Gammaproteobacteria","Host-associated","Host, Human intestinal microflora"
"2452",2452,"Escherichia coli UTI89","t637000109",637000109,"GCA_000013265.1","ecv","Escherichia coli UTI89","Gammaproteobacteria","Host-associated","Host, Human intestinal microflora"
"2453",2453,"Escherichia coli O7:K1 str. CE10","t2512047041",2512047041,"GCA_000227625.1","eum","Escherichia coli O7 K1 str. CE10","Gammaproteobacteria","Host-associated","Host, Human intestinal microflora"
"2454",2454,"Salmonella enterica subsp. enterica serovar Typhimurium str. 798","t2512564066",2512564066,"GCA_000252875.1","setu","Salmonella enterica subsp. enterica serovar Typhimurium str. 798","Gammaproteobacteria","",""
"2455",2455,"Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. RKS5078","t2511231218",2511231218,"GCA_000235545.1","sega","Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. RKS5078","Gammaproteobacteria","","Food, Fresh water, Host, Soil"
"2456",2456,"Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12","t2511231164",2511231164,"GCA_000245535.1","sent","Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12","Gammaproteobacteria","Host-associated","Host"
"2457",2457,"Enterobacter cloacae EcWSU1","t2506520035",2506520035,"GCA_000239975.1","enl","Enterobacter cloacae EcWSU1","Gammaproteobacteria","Host-associated","Host, Plant root"
"2458",2458,"Klebsiella oxytoca KCTC 1686","t2511231124",2511231124,"GCA_000240325.1","koe","Klebsiella oxytoca KCTC 1686","Gammaproteobacteria","",""
"2459",2459,"Klebsiella pneumoniae subsp. pneumoniae HS11286","t2511231199",2511231199,"GCA_000240185.2","kpp","Klebsiella pneumoniae subsp. pneumoniae HS11286","Gammaproteobacteria","Host-associated","Host, Human airways"
"2462",2462,"Escherichia coli str. 'clone D i14'","t2511231170",2511231170,"GCA_000233895.1","eld","Escherichia coli str. clone D i14","Gammaproteobacteria","Host-associated","Host, Human intestinal microflora"
"2479",2479,"Shigella flexneri 5 str. 8401","t637000265",637000265,"GCA_000013585.1","sfe","Shigella flexneri 5 str. 8401","Gammaproteobacteria","Host-associated","Host"
"2484",2484,"Salmonella bongori NCTC 12419","t650716084",650716084,"GCA_000252995.1","sbz","Salmonella bongori NCTC 12419","Gammaproteobacteria","","Host"
"2510",2510,"Salmonella enterica subsp. enterica serovar Heidelberg str. SL476","t642555156",642555156,"GCA_000020705.1","shb","Salmonella enterica subsp. enterica serovar Heidelberg str. SL476","Gammaproteobacteria","Host-associated","Food, Fresh water, Host, Soil"
"2516",2516,"Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853","t642555155",642555155,"GCA_000020925.1","seg","Salmonella enterica subsp. enterica serovar Dublin str. CT 02021853","Gammaproteobacteria","Host-associated","Food, Fresh water, Host, Soil"
"2525",2525,"Citrobacter koseri ATCC BAA-895","t640753015",640753015,"GCA_000018045.1","cro","Citrobacter koseri ATCC BAA-895","Gammaproteobacteria","Host-associated","Food, Fresh water, Host, Intestinal tract, Soil"
"2526",2526,"Candidatus Blochmannia vafer str. BVAF","t649633028",649633028,"GCA_000185985.2","bchr","Candidatus Blochmannia vafer str. BVAF","Gammaproteobacteria","Host-associated","Bacteriocytes, Endosymbiont, Host, Insect endosymbiont"
"2527",2527,"Candidatus Blochmannia floridanus","t637000056",637000056,"GCA_000043285.1","bpn","Candidatus Blochmannia floridanus","Gammaproteobacteria","","Bacteriocytes, Endosymbiont, Host, Insect endosymbiont"
"2528",2528,"Candidatus Blochmannia pennsylvanicus str. BPEN","t637000057",637000057,"GCA_000011745.1","bva","Candidatus Blochmannia pennsylvanicus str. BPEN","Gammaproteobacteria","Host-associated","Endosymbiont, Host, Insect endosymbiont"
"2529",2529,"Buchnera aphidicola str. Bp (Baizongia pistaciae)","t639633012",639633012,"GCA_000007725.1","bcc","Buchnera aphidicola str. Bp Baizongia pistaciae","Gammaproteobacteria","Host-associated","Endosymbiont, Host, Insect endosymbiont"
"2530",2530,"Buchnera aphidicola (Cinara tujafilina)","t650716012",650716012,"GCA_000217635.1","wbr","Buchnera aphidicola Cinara tujafilina","Gammaproteobacteria","Host-associated","Endosymbiont, Host, Insect endosymbiont"
"2531",2531,"Buchnera aphidicola BCc","t643348521",643348521,"GCA_000090965.1","baj","Buchnera aphidicola BCc","Gammaproteobacteria","Host-associated","Endosymbiont, Host, Insect endosymbiont"
"2532",2532,"Buchnera aphidicola str. Sg (Schizaphis graminum)","t637000045",637000045,"GCA_000007365.1","bab","Buchnera aphidicola str. Sg Schizaphis graminum","Gammaproteobacteria","Host-associated","Endosymbiont, Host, Insect endosymbiont"
"2533",2533,"Buchnera aphidicola str. Ua (Uroleucon ambrosiae)","t2511231158",2511231158,"GCA_000225465.1","bapf","Buchnera aphidicola str. Ua Uroleucon ambrosiae","Gammaproteobacteria","Host-associated","Endosymbiont, Host, Insect endosymbiont"
"2534",2534,"Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)","t2511231206",2511231206,"GCA_000225445.1","buh","Buchnera aphidicola str. Ak Acyrthosiphon kondoi","Gammaproteobacteria","Host-associated","Endosymbiont, Host, Insect endosymbiont"
"2541",2541,"Buchnera aphidicola str. JF99 (Acyrthosiphon pisum)","t650377916",650377916,"GCA_000183285.1","bua","Buchnera aphidicola str. JF99 Acyrthosiphon pisum","Gammaproteobacteria","Host-associated","Endosymbiont, Host, Insect endosymbiont"
"2543",2543,"Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)","t2511231135",2511231135,"GCA_000247565.1","sgl","Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans Yale colony","Gammaproteobacteria","Host-associated","Endosymbiont, Host, Insect endosymbiont"
"2544",2544,"Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis","t637000338",637000338,"GCA_000008885.1","wgl","Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis","Gammaproteobacteria","Host-associated","Endosymbiont, Host, Insect endosymbiont"
"2545",2545,"Candidatus Riesia pediculicola USDA","t646564517",646564517,"GCA_000093065.1","rah","Candidatus Riesia pediculicola USDA","Gammaproteobacteria","Host-associated","Host"
"2546",2546,"Baumannia cicadellinicola str. Hc (Homalodisca coagulata)","t637000029",637000029,"GCA_000013185.1","bcib",NA,"Gammaproteobacteria","Host-associated","Endosymbiont, Host, Insect endosymbiont"
"2547",2547,"Candidatus Moranella endobia PCIT","t650716016",650716016,"GCA_000219175.1","meo","Candidatus Moranella endobia PCIT","Gammaproteobacteria","Host-associated",""
"2548",2548,"Sodalis glossinidius str. 'morsitans'","t637000270",637000270,"GCA_000010085.1","sod","Sodalis glossinidius str. morsitans","Gammaproteobacteria","Host-associated","Host"
"2552",2552,"Oceanimonas sp. GK1","t2512047035",2512047035,"GCA_000243075.1","dno","Oceanimonas sp. GK1","Gammaproteobacteria","",""
